K,rep,method,time_sec,instance_gen_sec,metric_eval_sec,sign_draw_omega_sec,sign_embedding_dim,sign_power_parameter,sign_subspace_iter_sec,sign_reconstruct_sec,sign_build_core_sec,sign_small_eig_sec,sign_lift_sec,sign_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec
4,12,SIGN,0.13284733309410512,0.022537124808877707,0.1786524171475321,0.00011725001968443394,14,2,0.012163166888058186,0.006942500127479434,0.0015066249761730433,0.0001721670851111412,4.466692917048931e-05,0.11187637504190207,0.13284733309410512,0.1328227510675788,2.45820265263319e-05,0.33403687505051494
4,13,SIGN,0.21232345793396235,0.017524790950119495,0.19805308408103883,6.916699931025505e-05,14,2,0.007694207830354571,0.0072122919373214245,0.000932707916945219,0.00013933307491242886,1.3457844033837318e-05,0.1962531660683453,0.21232345793396235,0.21231433167122304,9.126262739300728e-06,0.4279013329651207
4,14,SIGN,0.14975929213687778,0.024262999882921576,0.2329622081015259,0.00012704194523394108,14,2,0.008835207903757691,0.014506000094115734,0.000987041974440217,6.883405148983002e-05,8.70879739522934e-06,0.1252187080681324,0.14975929213687778,0.14975154283456504,7.749302312731743e-06,0.40698450012132525
4,15,SIGN,0.09189275000244379,0.017032750183716416,0.3199518749024719,7.187505252659321e-05,14,2,0.004398624878376722,0.006026082905009389,0.0017240000888705254,6.533297710120678e-05,8.707866072654724e-06,0.07959287497214973,0.09189275000244379,0.09188749874010682,5.251262336969376e-06,0.4288773750886321
4,16,SIGN,0.2234330829232931,0.021222250070422888,0.24254695791751146,7.075001485645771e-05,14,2,0.005657666129991412,0.006968832807615399,0.0024823748972266912,8.841603994369507e-05,9.833136573433876e-06,0.20814737514592707,0.2234330829232931,0.22342524817213416,7.834751158952713e-06,0.48720229091122746
4,17,SIGN,0.1098021250218153,0.015494665829464793,0.17461970821022987,7.858313620090485e-05,14,2,0.0073080831207334995,0.007608457934111357,0.010815458139404655,0.00010808301158249378,2.0792009308934212e-05,0.08385491580702364,0.1098021250218153,0.10979437315836549,7.751863449811935e-06,0.29991649906150997
4,18,SIGN,0.09076837520115077,0.01638550008647144,0.18633275013417006,6.429199129343033e-05,14,2,0.007025207858532667,0.00750837498344481,0.0017605419270694256,8.262507617473602e-05,9.041978046298027e-06,0.07431208295747638,0.09076837520115077,0.09076216677203774,6.208429113030434e-06,0.29348662542179227
4,19,SIGN,0.07007633405737579,0.023202332900837064,0.15373454219661653,8.55419784784317e-05,14,2,0.006773374974727631,0.004691625013947487,0.0006961249746382236,7.516704499721527e-05,9.124865755438805e-06,0.05773549992591143,0.07007633405737579,0.07006645877845585,9.875278919935226e-06,0.24701320915482938
4,20,SIGN,0.13005525013431907,0.022514875046908855,0.16677133296616375,7.329112850129604e-05,14,2,0.014207957778126001,0.008611124940216541,0.0010199169628322124,0.0001332918182015419,1.3459008187055588e-05,0.10598837514407933,0.13005525013431907,0.13004741678014398,7.83335417509079e-06,0.3193414581473917
5,1,SIGN,0.20455024996772408,0.017162750009447336,0.19997033313848078,8.033402264118195e-05,15,2,0.008744666120037436,0.01016862504184246,0.0018272919114679098,0.00011174986138939857,2.550007775425911e-05,0.18358320812694728,0.20455024996772408,0.20454137516207993,8.874805644154549e-06,0.4216833331156522
