dataset,alpha,tau_label,tau_value,group,group_n,method,rep,r,ell,k,q,test_matrix_scaling,embedding_wall_sec,clustering_wall_sec,total_method_wall_sec,exact_eigsh_sec,eigen_decomposition_wall_sec,ARI_true,NMI_true,F1_macro_true,rp_draw_omega_sec,rp_test_matrix_entry_std,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eigh_sec,rp_lift_sec,ds_bucket_build_sec,ds_draw_and_initial_multiply_sec,ds_power_iter_sec,ds_qr_sec,ds_build_core_sec,ds_small_eigh_sec,ds_lift_sec,ds_num_buckets,ds_min_bucket_dim,ds_max_bucket_dim,ds_bucket_summary
polblogs,0.5,0,0.0,all,1222,Gaussian RP,10,2,4,2,1,by_dim,0.0008282000198960304,0.01988759997766465,0.02071579999756068,,0.0008166000479832292,0.2805725511580383,0.24882567671723602,0.7628905777274777,5.530007183551788e-05,0.5,0.00041290000081062317,0.00011009990703314543,0.0001794000854715705,4.8699905164539814e-05,1.0200077667832375e-05,,,,,,,,,,,
polblogs,0.5,0,0.0,low_deg_1_2,242,Gaussian RP,10,2,4,2,1,by_dim,0.0008282000198960304,0.01988759997766465,0.02071579999756068,,0.0008166000479832292,0.04498232837099711,0.033324218968795824,0.5782721542454579,5.530007183551788e-05,0.5,0.00041290000081062317,0.00011009990703314543,0.0001794000854715705,4.8699905164539814e-05,1.0200077667832375e-05,,,,,,,,,,,
polblogs,0.5,0,0.0,mid_deg_3_8,271,Gaussian RP,10,2,4,2,1,by_dim,0.0008282000198960304,0.01988759997766465,0.02071579999756068,,0.0008166000479832292,0.08172407430058642,0.07435639780535944,0.6180408738548273,5.530007183551788e-05,0.5,0.00041290000081062317,0.00011009990703314543,0.0001794000854715705,4.8699905164539814e-05,1.0200077667832375e-05,,,,,,,,,,,
polblogs,0.5,0,0.0,high_deg_9_plus,709,Gaussian RP,10,2,4,2,1,by_dim,0.0008282000198960304,0.01988759997766465,0.02071579999756068,,0.0008166000479832292,0.5269390125643041,0.46299595489224393,0.8630557331087203,5.530007183551788e-05,0.5,0.00041290000081062317,0.00011009990703314543,0.0001794000854715705,4.8699905164539814e-05,1.0200077667832375e-05,,,,,,,,,,,
polblogs,0.5,0,0.0,all,1222,Degree-stratified RP,10,2,4,2,1,by_dim,0.002270099939778447,0.012724400032311678,0.014994499972090125,,0.0022248001769185066,0.5348394663276959,0.43068831073201536,0.8655863928422917,,,,,,,,0.0002794000320136547,0.0012046999763697386,0.00043720006942749023,7.529999129474163e-05,0.0001615999499335885,5.350005812942982e-05,1.3100099749863148e-05,4.0,1.0,1.0,"[1,32):n=871,ell=1;[32,64):n=184,ell=1;[64,128):n=134,ell=1;[128,512):n=33,ell=1"
polblogs,0.5,0,0.0,low_deg_1_2,242,Degree-stratified RP,10,2,4,2,1,by_dim,0.002270099939778447,0.012724400032311678,0.014994499972090125,,0.0022248001769185066,0.12267269523406232,0.09228771402043956,0.6762708376209097,,,,,,,,0.0002794000320136547,0.0012046999763697386,0.00043720006942749023,7.529999129474163e-05,0.0001615999499335885,5.350005812942982e-05,1.3100099749863148e-05,4.0,1.0,1.0,"[1,32):n=871,ell=1;[32,64):n=184,ell=1;[64,128):n=134,ell=1;[128,512):n=33,ell=1"
polblogs,0.5,0,0.0,mid_deg_3_8,271,Degree-stratified RP,10,2,4,2,1,by_dim,0.002270099939778447,0.012724400032311678,0.014994499972090125,,0.0022248001769185066,0.4742138592017621,0.37861120624287803,0.8438940092165899,,,,,,,,0.0002794000320136547,0.0012046999763697386,0.00043720006942749023,7.529999129474163e-05,0.0001615999499335885,5.350005812942982e-05,1.3100099749863148e-05,4.0,1.0,1.0,"[1,32):n=871,ell=1;[32,64):n=184,ell=1;[64,128):n=134,ell=1;[128,512):n=33,ell=1"
polblogs,0.5,0,0.0,high_deg_9_plus,709,Degree-stratified RP,10,2,4,2,1,by_dim,0.002270099939778447,0.012724400032311678,0.014994499972090125,,0.0022248001769185066,0.7667960309651959,0.6614726288610807,0.9369920341256119,,,,,,,,0.0002794000320136547,0.0012046999763697386,0.00043720006942749023,7.529999129474163e-05,0.0001615999499335885,5.350005812942982e-05,1.3100099749863148e-05,4.0,1.0,1.0,"[1,32):n=871,ell=1;[32,64):n=184,ell=1;[64,128):n=134,ell=1;[128,512):n=33,ell=1"
polblogs,0.5,0,0.0,all,1222,Exact spectral,1,5,2,2,1,by_dim,0.006799299968406558,0.009825599961914122,0.01662489993032068,0.006799299968406558,0.006799299968406558,-0.00024081082708013297,0.0005978453430448398,0.33031488031643624,,,,,,,,,,,,,,,,,,
polblogs,0.5,0,0.0,low_deg_1_2,242,Exact spectral,1,5,2,2,1,by_dim,0.006799299968406558,0.009825599961914122,0.01662489993032068,0.006799299968406558,0.006799299968406558,0.0034424824275672895,0.017798216811149955,0.3726958525345622,,,,,,,,,,,,,,,,,,
polblogs,0.5,0,0.0,mid_deg_3_8,271,Exact spectral,1,5,2,2,1,by_dim,0.006799299968406558,0.009825599961914122,0.01662489993032068,0.006799299968406558,0.006799299968406558,0.0008465349010664863,0.002279836505596332,0.36076595902750697,,,,,,,,,,,,,,,,,,
polblogs,0.5,0,0.0,high_deg_9_plus,709,Exact spectral,1,5,2,2,1,by_dim,0.006799299968406558,0.009825599961914122,0.01662489993032068,0.006799299968406558,0.006799299968406558,0.0007890575452106661,0.0033422915763340476,0.36306046274400705,,,,,,,,,,,,,,,,,,
polblogs,0.5,0,0.0,all,1222,Gaussian RP,1,5,7,2,1,by_dim,0.000993699999526143,0.02164609997998923,0.022639799979515374,,0.0009802000131458044,0.3072611576486134,0.23538193005364416,0.7762001206584503,8.390005677938461e-05,0.3779644730092272,0.00047699990682303905,0.0001580000389367342,0.00019019993487745523,5.710008554160595e-05,1.3999990187585354e-05,,,,,,,,,,,
