K,rep,method,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec
3,7,Random Projection,0.061559082998428494,0.025366000016219914,0.12769654198200442,6.620900239795446e-05,0.006727041996782646,0.0002010409953072667,0.0005093329818919301,0.0010057500039692968,5.6958000641316175e-05,9.041017619892955e-06,0.05298037501052022,0.061559082998428494,0.06155574900913052,3.3339892979711294e-06,0.21462162499665283,,,,,,,,,
3,7,Random Sampling,0.1176075840194244,0.025366000016219914,0.15441508300136775,,,,,,,,,0.1176075840194244,0.11760137500823475,6.209011189639568e-06,0.29738866703701206,0.005307790997903794,0.011616959003731608,0.01802129199495539,0.0021923750173300505,0.003870249987812713,0.0765927080065012,,,
3,7,Non-random,0.3007040840166155,0.025366000016219914,0.13389258299139328,,,,,,,,,0.3007040840166155,0.3007023760001175,1.7080164980143309e-06,0.4599626670242287,,,,,,,0.25089295901125297,0.04874066699994728,0.0010687499889172614
3,8,Random Projection,0.07358041702536866,0.023513708991231397,0.11374024997348897,0.00012166600208729506,0.005545458989217877,0.0007563749968539923,0.006848333985544741,0.0015580839826725423,7.300000288523734e-05,9.374984074383974e-06,0.05866095799137838,0.07358041702536866,0.07357325093471445,7.166090654209256e-06,0.21083437599008903,,,,,,,,,
3,8,Random Sampling,0.10317474999465048,0.023513708991231397,0.11999429200659506,,,,,,,,,0.10317474999465048,0.1031690419476945,5.708046955987811e-06,0.24668275099247694,0.008116374985547736,0.022431791992858052,0.01959854198503308,0.0014553329965565354,0.0029628330084960908,0.048604166979203,,,
3,8,Non-random,0.2701451249886304,0.023513708991231397,0.15729220799403265,,,,,,,,,0.2701451249886304,0.27014341700123623,1.7079873941838741e-06,0.45095104197389446,,,,,,,0.22894537498359568,0.040460667019942775,0.0007373749976977706
3,9,Random Projection,0.13511662499513477,0.022501665982417762,0.1589281249907799,6.550000398419797e-05,0.011153166997246444,0.0001990000018849969,0.0010310409998055547,0.004247832985129207,5.708402022719383e-05,8.542003342881799e-06,0.11835050000809133,0.13511662499513477,0.1351126670197118,3.9579754229635e-06,0.31654641596833244,,,,,,,,,
3,9,Random Sampling,0.22265099998912774,0.022501665982417762,0.1572600829822477,,,,,,,,,0.22265099998912774,0.22264574901782908,5.250971298664808e-06,0.4024127489537932,0.011717665998730808,0.008299375011119992,0.020945917000062764,0.0046536659938283265,0.0014640000008512288,0.17556512501323596,,,
3,9,Non-random,0.32285162500920705,0.022501665982417762,0.19950041599804536,,,,,,,,,0.32285162500920705,0.3228501249977853,1.500011421740055e-06,0.5448537069896702,,,,,,,0.28377999999793246,0.03843404201325029,0.0006360829866025597
3,10,Random Projection,0.04987537499982864,0.01788537501124665,0.16723254101816565,0.00011799999629147351,0.006737249990692362,0.000411540997447446,0.0008720410114619881,0.0012507500068750232,0.00010974999167956412,2.0875013433396816e-05,0.04034924998995848,0.04987537499982864,0.049869456997839734,5.918001988902688e-06,0.23499329102924094,,,,,,,,,
