n,rep,method,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec
200,15,Random Projection,0.022418900160118937,0.0006111999973654747,0.0021267998963594437,2.7799978852272034e-05,0.00022360007278621197,8.33999365568161e-05,5.719996988773346e-05,4.6900007873773575e-05,6.67001586407423e-05,6.4999330788850784e-06,0.021903000073507428,0.022418900160118937,0.022415100131183863,3.8000289350748062e-06,0.025156900053843856,,,,,,,,,
200,15,Random Sampling,0.025777899893000722,0.0006111999973654747,0.0015945001505315304,,,,,,,,,0.025777899893000722,0.025774399982765317,3.4999102354049683e-06,0.027983600040897727,0.00029639992862939835,0.00032190000638365746,0.0027224000077694654,4.239985719323158e-05,7.30000901967287e-05,0.022318300092592835,,,
200,15,Non-random,0.0254310998134315,0.0006111999973654747,0.0019239999819546938,,,,,,,,,0.0254310998134315,0.025429599918425083,1.4998950064182281e-06,0.02796629979275167,,,,,,,0.0047311000525951385,0.020676400046795607,2.2099819034337997e-05
200,16,Random Projection,0.02345669991336763,0.0006808999460190535,0.002054399810731411,2.8299866244196892e-05,0.00023070001043379307,8.709984831511974e-05,5.850009620189667e-05,4.409998655319214e-05,6.24998938292265e-05,7.400056347250938e-06,0.022934699896723032,0.02345669991336763,0.023453299654647708,3.400258719921112e-06,0.026191999670118093,,,,,,,,,
200,16,Random Sampling,0.027088999981060624,0.0006808999460190535,0.0014945000875741243,,,,,,,,,0.027088999981060624,0.02708530006930232,3.6999117583036423e-06,0.029264400014653802,0.00026899995282292366,0.00032819993793964386,0.004220300121232867,4.269997589290142e-05,7.54001084715128e-05,0.02214969997294247,,,
200,16,Non-random,0.026965900091454387,0.0006808999460190535,0.002239899942651391,,,,,,,,,0.026965900091454387,0.026964399963617325,1.500127837061882e-06,0.02988669998012483,,,,,,,0.004490100080147386,0.022451600059866905,2.269982360303402e-05
200,17,Random Projection,0.02217349992133677,0.0006443001329898834,0.0018820001278072596,2.7700094506144524e-05,0.0002272001001983881,7.989979349076748e-05,5.510007031261921e-05,4.6999892219901085e-05,6.41997903585434e-05,6.600050255656242e-06,0.0216622999869287,0.02217349992133677,0.02216999977827072,3.500143066048622e-06,0.024699800182133913,,,,,,,,,
200,17,Random Sampling,0.027771600056439638,0.0006443001329898834,0.0016041998751461506,,,,,,,,,0.027771600056439638,0.027768000029027462,3.600027412176132e-06,0.030020100064575672,0.00028989999555051327,0.00031759985722601414,0.0034507999662309885,4.329998046159744e-05,7.570022717118263e-05,0.023590700002387166,,,
200,17,Non-random,0.02496080007404089,0.0006443001329898834,0.002474699867889285,,,,,,,,,0.02496080007404089,0.024959199829027057,1.600245013833046e-06,0.028079800074920058,,,,,,,0.004851799923926592,0.020084899850189686,2.2500054910779e-05
200,18,Random Projection,0.02515190001577139,0.0006651999428868294,0.001863999990746379,2.719997428357601e-05,0.00023160013370215893,8.099991828203201e-05,5.67000824958086e-05,4.0599843487143517e-05,6.400002166628838e-05,6.600050255656242e-06,0.02464059996418655,0.02515190001577139,0.025148299988359213,3.600027412176132e-06,0.027681099949404597,,,,,,,,,
200,18,Random Sampling,0.026539500104263425,0.0006651999428868294,0.001830599969252944,,,,,,,,,0.026539500104263425,0.026535899844020605,3.600260242819786e-06,0.029035300016403198,0.0003496999852359295,0.0003168000839650631,0.003109700046479702,4.079984501004219e-05,7.239985279738903e-05,0.02264650003053248,,,
200,18,Non-random,0.025221100077033043,0.0006651999428868294,0.0020630001090466976,,,,,,,,,0.025221100077033043,0.02521959994919598,1.500127837061882e-06,0.02794930012896657,,,,,,,0.004683800041675568,0.02050870005041361,2.7099857106804848e-05
200,19,Random Projection,0.02190819988027215,0.0006649999413639307,0.001552400179207325,2.859998494386673e-05,0.00022539985366165638,8.00001434981823e-05,5.530007183551788e-05,4.4599873945117e-05,6.449990905821323e-05,6.300164386630058e-06,0.021399799967184663,0.02190819988027215,0.021904499968513846,3.6999117583036423e-06,0.024125600000843406,,,,,,,,,
200,19,Random Sampling,0.0249551001470536,0.0006649999413639307,0.001364600146189332,,,,,,,,,0.0249551001470536,0.024951899889856577,3.200257197022438e-06,0.026984700234606862,0.00027520000003278255,0.00030700000934302807,0.002228999976068735,3.4499913454055786e-05,5.0900038331747055e-05,0.02205529995262623,,,
200,19,Non-random,0.024918700102716684,0.0006649999413639307,0.0017274999991059303,,,,,,,,,0.024918700102716684,0.02491680020466447,1.8998980522155762e-06,0.027311200043186545,,,,,,,0.004407400032505393,0.020486399997025728,2.300017513334751e-05
200,20,Random Projection,0.023269700119271874,0.0005509001202881336,0.0017001000232994556,2.559996210038662e-05,0.00017940020188689232,7.129996083676815e-05,5.150004290044308e-05,3.979983739554882e-05,5.7099852710962296e-05,5.00003807246685e-06,0.02283739997074008,0.023269700119271874,0.023267099866643548,2.600252628326416e-06,0.025520700262859464,,,,,,,,,
