dataset,rep,method_i,method_j,ari
statisticians_coauthor,18,Random Projection,SIGN Bidirectional,0.335466610066619
statisticians_coauthor,18,Random Sampling (p=0.7),Random Sampling (p=0.8),0.895959267779233
statisticians_coauthor,18,Random Sampling (p=0.7),CountSketch,0.856366132826044
statisticians_coauthor,18,Random Sampling (p=0.7),SIGN Bidirectional,0.337923371749106
statisticians_coauthor,18,Random Sampling (p=0.8),CountSketch,0.885024992021724
statisticians_coauthor,18,Random Sampling (p=0.8),SIGN Bidirectional,0.348965824327865
statisticians_coauthor,18,CountSketch,SIGN Bidirectional,0.335466610066619
statisticians_coauthor,19,Non-random,Random Projection,1
statisticians_coauthor,19,Non-random,Random Sampling (p=0.7),0.787817767574717
statisticians_coauthor,19,Non-random,Random Sampling (p=0.8),0.873941660097483
statisticians_coauthor,19,Non-random,CountSketch,1
statisticians_coauthor,19,Non-random,SIGN Bidirectional,0.388871159197825
statisticians_coauthor,19,Random Projection,Random Sampling (p=0.7),0.787817767574717
statisticians_coauthor,19,Random Projection,Random Sampling (p=0.8),0.873941660097483
statisticians_coauthor,19,Random Projection,CountSketch,1
statisticians_coauthor,19,Random Projection,SIGN Bidirectional,0.388871159197825
statisticians_coauthor,19,Random Sampling (p=0.7),Random Sampling (p=0.8),0.71429314107433
statisticians_coauthor,19,Random Sampling (p=0.7),CountSketch,0.787817767574717
statisticians_coauthor,19,Random Sampling (p=0.7),SIGN Bidirectional,0.349585621540289
statisticians_coauthor,19,Random Sampling (p=0.8),CountSketch,0.873941660097483
statisticians_coauthor,19,Random Sampling (p=0.8),SIGN Bidirectional,0.326521720975356
statisticians_coauthor,19,CountSketch,SIGN Bidirectional,0.388871159197825
statisticians_coauthor,20,Non-random,Random Projection,1
statisticians_coauthor,20,Non-random,Random Sampling (p=0.7),0.967733387652545
statisticians_coauthor,20,Non-random,Random Sampling (p=0.8),0.98361361274219
statisticians_coauthor,20,Non-random,CountSketch,1
statisticians_coauthor,20,Non-random,SIGN Bidirectional,0.984097931583565
statisticians_coauthor,20,Random Projection,Random Sampling (p=0.7),0.967733387652545
statisticians_coauthor,20,Random Projection,Random Sampling (p=0.8),0.98361361274219
statisticians_coauthor,20,Random Projection,CountSketch,1
statisticians_coauthor,20,Random Projection,SIGN Bidirectional,0.984097931583565
statisticians_coauthor,20,Random Sampling (p=0.7),Random Sampling (p=0.8),0.95088457413562
statisticians_coauthor,20,Random Sampling (p=0.7),CountSketch,0.967733387652545
statisticians_coauthor,20,Random Sampling (p=0.7),SIGN Bidirectional,0.952336237993801
statisticians_coauthor,20,Random Sampling (p=0.8),CountSketch,0.98361361274219
statisticians_coauthor,20,Random Sampling (p=0.8),SIGN Bidirectional,0.967733836824636
statisticians_coauthor,20,CountSketch,SIGN Bidirectional,0.984097931583565
